start,end,orth,final_ipa,draft_ipa,Notes (Jack),eng,spn,notes,flags
408.689,410.014,n... kuà'ǎ nchuà'a chincheé-tí yóó ra,kuàǎ ndʒòʔa tʃintʃɛɛ́ t̬í jóó ra,n... kuàʔǎ ntʃuàʔa tʃintʃɛɛ́ t̪í yóó ra,moved back start time to remove transitional articulation.,they help us a lot (bees),nos ayudan mucho (las abejas),yóó = independent pronoun for the first person plural inclusive (only object?),"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
410.725,413.51,kúu tsìnù-kǒ kúu kòo iin nivǐ iin nà,kúu tsìnù k̬ǒ kú kòo ĩ́ĩ́ nivǐ ĩ́ĩ́ nà,kúu tsìnù kǒ kúu kòo iĩ nivǐ iĩ nà,,you can become a person,puedes llegar a ser una persona,,
414.084,416.047,iin nà kuíka iin nà,ĩ́ĩ́ nà kwíka ĩ́ĩ́ nà,iĩ nà kuíka iĩ nà,,a rich person a person,una persona rica una persona,,
416.24,417.148,te takuà,t̪ɛ t̪awà,t̪ɛ t̪akuà,Note: “takua”pronounced as “tawa”,so that,para que,te = cha ?,"t->t̪ (tentative, verify)"
417.251,419.051,kúu kòo ñà-ka ra tsíní ñú'u,kúu kòo ɲà ka ra tsíní ɲṹɲũũũ,kúu kòo ñà ka ra tsíní ñúʔu,he’s clearly saying “ñuñu” (bees) (not *ñúʔu) why would this be mixed up with “need” (“tsini”)?,you can be that (person) you need,puedas ser eso (esa persona) necesitas,,unmapped char: 'r'
419.382,419.598,kua...,kwan,kwa...,"regardless of whether this makes semanitic sense, I’m transcribing what I’m hearing in IPA",,,,unmapped char: 'w'
419.974,421.390,kuà'a-kó tiémpù-kǒ,kuàʔa ɣó t̪jémpù ɣǒ,kuàʔa kó t̪iɛ́mpù kǒ,moved back end time to include last word,to give your time,dar tu tiempo,impersonal = 1person plural inclusive,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'p'"
421.390,422.795,sáchóón tsi-tí ra takuà,sátʃṹṹ tsi t̪í ra t̪awà,sátʃóṍ tsi t̪í ra t̪akuà,moved start time to removed last word of previous segment. Definitely not pronouncing “sachoo” with [o]’s here (still [ṹ] like normal); takua (said as “tawa”),to work with them (bees) so that,para trabajar con ellas (abejas) para que,,"t->t̪ (tentative, verify); unmapped char: 'r'"
422.795,423.943,tsìnù-kǒ iin,tsìnũ̀ ɣǒ ĩ́ĩ́,tsìnù kǒ iĩ,,you become a,llegues a ser un,,
424.019,424.689,iin,ĩ́ĩ́,iĩ,,a,un,,
424.7,425.637,kaa-kó kò'ǒn,kaa ɣǒ kõ̀õ̌,kaa kó kòʔõ̌,,to reach higher,para llegar más arriba,= en la vida en general,
427.57,428.944,ñàà atù,ɲàà at̪ùùù,ñàà at̪ù,,if,si,,"t->t̪ (tentative, verify)"
432.199,434.769,chíí nùǔ-kà ra atù Sto'ò Nchúxì ná chincheé ra,tʃíí nũ̀ũ̌ k̬à ra at̪ù st̪oò ndʒúʃì ná tʃintʃɛɛ́ raaa,tʃíí nùǔ kà ra at̪ù st̪oʔò ntʃúʃì ná tʃintʃɛɛ́ ra,"Note: there was no glottal stop in “sto’ò” and it was not pronounced as long, so there was no way to keep the original tone, however it was falling from M-L so I transcribed as [ô]",further along if God helps you,más adelante si Dios te ayuda,Sto'ò Nchúxì - Dios,"t->t̪ (tentative, verify); unmapped char: 'r'"
434.999,437.303,kúu kaa-kà-yù kù'ùn-yù ra ratù nchíì,kúu kaa k̬à jù kũ̀ũ̀ jù ra dadù ntʃíì,kúu kaa kà yù kùʔũ̀ yù ra rat̪ù ntʃíì,Note: what is “ratú”? it’s clearly pronounced as [dadú]…,I can go higher up if,puedo subir más si es que,kaa-kà-yù = subir más / hacerse más rico,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
437.306,438.399,iin nchíì kue nà,ĩ́ĩ́ ntʃíì wɛ nà,iĩ ntʃíì kwɛ nà,"Note: sometimes he pronounces the affricate in “nchíì” as [ntʃ], unvoiced!!",somebody that,alguien que,,unmapped char: 'w'
438.405,439.994,kútoò kutù'va,kút̪oò kut̪ùβa,kút̪oò kut̪ùʔva,,likes to learn,le gusta aprender,,"t->t̪ (tentative, verify)"
440.228,441.128,kùnì,kúnîìì,kùnì,moved back start time to remove transitional articulation. Note: changed first tone to H (it is absolutely not L) The second one is pretty clearly falling changed to [îìì],that wants,que quiere,,
441.136,442.088,kutù'va ra,kut̪ùβa ra,kut̪ùʔva ra,,to learn,aprender,,"t->t̪ (tentative, verify); unmapped char: 'r'"
442.092,445.629,kúu kitsi-kue-ní ra ná chincheé tá'ǎn ná sná'a nùǔ tsi tá'ǎn takuà,kúu kitsi wɛ ní ra ná tʃintʃɛɛ́ t̪ã́ʔã̌ ná snǎ nũ̀ũ̌ tsi t̪áʔã̌ t̪awà,kúu kitsi kwɛ ní ra ná tʃintʃɛɛ́ t̪áʔã̌ ná snáʔa nùǔ tsi t̪áʔã̌ t̪akuà,Note: transcribe “á’a” from “sná’a” as [ǎ] because there was no glottal stop and no long vowel actually articulated in the speech,you can come and together we can help each other and teach each other,pueden venir y juntos nos ayudemos y aprendamos los unos de los otros para que,sná'a = enseñar // sna'a nuu tsi ta'an = enseñarnos los unos a los otros / aprender de,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'w'"
445.848,447.151,kúu kaa kò'ǒn,kúu kaa kõ̰̀õ̰̌,kúu kaa kòʔõ̌,,we can go higher,podemos subir,,
449.723,450.224,ñàà,ɲàà,ñàà,moved back start time to remove transitional articulation.,,,,
450.24,451.186,ratù ñàà,at̪ù ààà,rat̪ù ñàà,Note: no “r” clearly spoken as “atù” also no “ñ” clearly spken as “`àà”,if,si,a veces suena como 'atù',"t->t̪ (tentative, verify); unmapped char: 'r'"
451.186,452.742,ná ñà kúu,ná ɲà kúuu,ná ñà kúu,,,,ná - irr / kúu - cop,
453.24,455.166,kuítâ-yù sáchúùn tsi-tí ra,kuít̪â jù sátʃíṹũ̀ tsi t̪í ra,kuít̪â yù sátʃúũ̀ tsi t̪í ra,,I get tired from working with them (bees),me canso de trabajar con ellas (abejas),,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
455.721,458.277,ñà tá'àn-kà inì-yù sáchúùn michú'ni kúu ñàà,ɲà t̪ã́ã̀ k̬à inì jù sátʃṹũ̀ mitʃúni ɣúu ɲààà,ñà t̪áʔã̀ kà inì yù sátʃúũ̀ mitʃúʔni kúu ñàà,,what I like the most about working right now is,lo que más me agrada de trabajar ahora mismo es,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'y'"
458.925,460.295,ñàà,ɲààà,ñàà,,,,,
460.619,461.53,kámpù,kámpù,kámpù,,field,campo,,unmapped char: 'm'; unmapped char: 'p'
461.601,462.653,ñà sáchúùn,ɲà sátʃṹũ̀n,ñà sátʃúũ̀,,what I work,lo que trabajo,,
463.073,466.507,kakì-yù tìnanǎ ñà-ka kúu-ñà tá'àn inì-yù teèn ñùñǔ-ka ra mikǐ,kakì jù t̪ìnanǎ ɲà ɣ wã̂ kúu ɲà t̪ã́ã̀ inì jù t̪ɛɛ̃̀ ɲũ̀ɲũ̌ ɣa ra mikǐ,kakì yù t̪ìnanǎ ñà ka kúu ñà t̪áʔã̀ inì yù t̪ɛɛ̃̀ ñùñǔ ka ra mikǐ,again “kuu ña” replaced for [wã̂]. ,to sow tomatoes is what I like but the bees never,para sembrar tomates es lo que me gusta pero las abejas nunca,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'y'"
466.692,468.095,kúu nàâ inì-yù tsi-tí,kúu nàâ inì jù tsi t̪í,kúu nàâ inì yù tsi t̪í,,I get tired of them,me aburro de ellas,miki nunca is already negative,"t->t̪ (tentative, verify); unmapped char: 'y'"
469.444,471.547,ñàà michú'ni ra ñùñǔ luu ra kán-,ɲàà mitʃúʔni ra ɲũ̀ɲũ̌ luu ra kan,ñàà mitʃúʔni ra ñùñǔ luu ra kã́,,now the bees are,ahora mismo las abejas están,,unmapped char: 'l'; unmapped char: 'm'; unmapped char: 'r'
471.547,473.977,kántú'ú-tí nùǔ ñu'ú má-yù kántú'ú-tí ra,kánt̪úú t̪í nũ̀ũ̌ ɲũɲṹ má jù kánt̪ú t̪í ra,kánt̪úʔú t̪í nùǔ ñuʔú má yù kánt̪úʔú t̪í ra,Note: He’s definitley not say “ñu’u”,located in the mother's land they are,localizadas en las tierras de mi madre están,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'y'"
474.321,475.214,ñàà,ɲààà,ñàà,,,,,
476.276,476.651,cha,tʃa,tʃa,moved back start time to remove transitional articulation.,,,,
476.662,479.425,ñùñǔ luu-ka ra tsíní ñú'u kúku'mí-kó-tí iin ñàà,ɲũ̀ɲũ̌ lu k̬a ra tsí ɲúɲu kúkumí ɣó t̪í ĩ́ĩ́ ɲààà,ñùñǔ luu ka ra tsíní ñúʔu kúkuʔmí kó t̪í iĩ ñàà,Note: he say “tsi ñuñu” for ‘know’,the bees we have to have them in a,la abejita la tenemos que tener en un,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'm'; unmapped char: 'r'"
479.947,481.276,tsàà tsíka luu nùǔ ínkáà,tsà tsíka lu nũ̀ ĩ́ŋkáà,tsàà tsíka luu nùǔ ínkáà,,a bit far where there is,un poco lejos donde hay,,unmapped char: 'l'
481.288,483.784,ichǐ á nùǔ íin ve'e-nà á,itʃǐ ááá nnnũ̀ ĩ́ vɛʔɛ nà ʔááá,itʃǐ á nùǔ íĩ vɛʔɛ nà á,,a path or where there are houses of people,un camino o donde hay casas de gente,,
483.891,484.695,ñàà,ɲààà,ñàà,,,,,
485.28,488.64,ra tsàà tsíka luu tsíní ñú'u kuíin-tí ra tsà'ǎ ñà-ka kúu-ñà nchàà yukǔ kú'mî-tǐ,ra tsà tsíka lu tsíɲú ɲú kwĩ́ĩ t̪í ra tsǎ ɲàwã́ã ntʃàà jukǔ kúmî t̪ǐ,ra tsàà tsíka luu tsíní ñúʔu kuíĩ t̪í ra tsàʔǎ ñà ka kúu ñà ntʃàà yukǔ kúʔmî t̪ǐ,again “kuu ña” replaced for [wã́ã̂]. Also “ka” wasn’t really there,they have to be a bit far so that's why I have them up to the mountains,tienen (abejas) que estar un poco lejos por eso los tengo hasta las montañas,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'y'"
488.64,491.373,michú'ni ntóyo ùvì-tǐ yachi nùǔ yéè-yù teèn,mitʃúni ndójo ùvì t̪ǐ jatʃi nũ̀ jɛ́ɛ̀ jù dɛɛ̀,mitʃúʔni nt̪óyo ùvì t̪ǐ yatʃi nùǔ yɛ́ɛ̀ yù t̪ɛɛ̃̀,Note: there is actually no nasalization spoken on “teèn”. “nùǔ” reduced in legth and tone contours here,right now ther are some close to where I live but,ahora mismo hay dos (algunos) cerca de donde vivo pero,ùvì-ti = un par de (abejas),"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'y'"
491.743,493.703,tsàà yachi kú skǎntà-yù-tǐ kù'ùn-tǐ rì,tsà jatʃi kú skǎndà jù t̪ǐ kùʔũ̀ t̪ǐ rì,tsàà yatʃi kú skǎnt̪à yù t̪ǐ kùʔũ̀ t̪ǐ rì,,I am about to move them because,ya casi los vou a mover porque,,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
494.979,494.936,ñàà,ɲàà,ñàà,moved back start time to remove dead air and transitional non verbal sound,,,,
495.433,498.347,tsíní ñú'u kántú'ú-tí nùǔ nùǔ tsíka luu nùǔ yéè-nà,tsí ɲũ̀ɲũ̂ kánt̪ú t̪í nũ̀ũ̌ nũ̀ũ̌ tsíka lu nũ̀ũ̌ jɛ́ɛ̀ nà,tsíní ñúʔu kánt̪úʔú t̪í nùǔ nùǔ tsíka luu nùǔ yɛ́ɛ̀ nà,"Note: “tsini ñu’u” is clearly pronounced as [tsí ɲũ̀ɲũ̂], Tones on “nùǔ” are definitely not articulated here…",they need to be far away from where people live,necesitan estar lejos de donde vive la gente,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'y'"
498.355,499.481,tsi ichǐ,tsi itʃǐ,tsi itʃǐ,,and from the paths,y de los caminos,,
501.084,503.899,ñàà ñùñǔ luu-ka ra ñà tá'àn inì-à kúu ñàà,ɲàà ɲũ̀ɲũ̌ lu k̬a ra ɲà t̪ã́ã̀ ĩ ɲà kúu ɲàà,ñàà ñùñǔ luu ka ra ñà t̪áʔã̀ inì à kúu ñàà,Note: defiitely say “taan i ña” not “tá'àn inì-à”,what bees like is,a las abejitas lo que les gusta es,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'r'"
505.596,506.059,ntuv-,nt̪uβ,nt̪uv,moved start time back to include prenasal,,,,"t->t̪ (tentative, verify)"
506.059,507.059,ntuvà,nduvààà,nt̪uvà,,edible herbs,hierbas comestibles,,"t->t̪ (tentative, verify)"
508.858,508.824,ntuvà kúu-ñà tá'àn nchuà'a inì-tǐ,nt̪uvà kúu ɲà t̪ã́ã̀ ndʒà̰ inì dǐ,nt̪uvà kúu ñà t̪áʔã̀ ntʃuàʔa inì t̪ǐ,Note: need to figure out tone of [wã́ã]. Pushed back end time,they like edible herbs a lot,les gustan mucho las herbas comestibles,,"t->t̪ (tentative, verify)"
509.194,512.056,tsi ñàà mastántsià-ka tsi ñà kúu,tsi ɲàà mast̪ã́nsià k̬a,tsi ñàà mast̪ántsià ka tsi ñà kúu,push start time back to remove transitional articulation,and mustard and others,y la mostaza y otras,,"t->t̪ (tentative, verify); unmapped char: 'm'"
512.8,514.56,ñàà tùtǎvì-ka,ɲàà t̪ùt̪ǎvì k̬a,ñàà t̪ùt̪ǎvì ka,“tsi ɲà kúu” not in there at all,,,tipo de planta: chequear qué planta es!,"t->t̪ (tentative, verify)"
514.721,517.236,yòǒ michú'ni ra tiémpù michú'ni ra ñà-ka kúu-ñà,jòǒ mitʃúni ra t̪iɛ́mpù mitʃúni ra ɲà wã́ã,yòǒ mitʃúʔni ra t̪iɛ́mpù mitʃúʔni ra ñà ka kúu ñà,push start time back to remove transitional articulation,"right this month, right this moment, this is what",este mismo mes este mismo tiempo eso es lo que,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'p'; unmapped char: 'r'; unmapped char: 'y'"
517.244,519.792,sa-... ñà-ka kúu-ñà tsátsí-tí michú'ni tiémpù michú'ni,nsaa ɲà wã́ã tsátsí t̪í mitʃúni t̪jɛ̃́mù mitʃúni,sa ... ñà ka kúu ñà tsátsí t̪í mitʃúʔni t̪iɛ́mpù mitʃúʔni,,this is what the eat right now right this season,es es lo que comen ahorita en esta temporada ahora,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'p'"
519.936,520.72,cha,tʃaa,tʃa,,and,y,,
520.736,523.764,tiémpù ñà yéè ità ra tsàà yachi meé soo ità kuàân luu,t̪jɛ̃́mpù ã̀ jɛ́ɛ̀ it̪à ra tsà tʃi mɛɛ́ zo it̪à kwàã̂ luu,t̪iɛ́mpù ñà yɛ́ɛ̀ it̪à ra tsàà yatʃi mɛɛ́ soo it̪à kuàã̂ luu,,in the flower season most are yellow flowers,la temporada de flores la mayoría son flores amarillas,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'm'; unmapped char: 'p'; unmapped char: 'r'; unmapped char: 'y'"
524.056,525.62,tsàà meé soo ñà-ka kúu-ñà,tsàà nnn mɛɛ́ soo ɲà k̬a wã́ã,tsàà mɛɛ́ soo ñà ka kúu ñà,[wã́ã] added again,those are the ones that,pura de esas es las que,,unmapped char: 'm'
527.368,527.748,cha,tʃa,tʃa,moved up end time to remove background speech,and,y,,
527.996,529.813,michú'ni ra tsàà yachi meé soo ñàà,mitʃúʔni ra tsə̰̀ itʃi mɛɛ́ soo ɲàà,mitʃúni ra tsàà yatʃi mɛɛ́ soo ñàà,note: Kind of rare variation on “tsàà” [tsə̰̀] but it’s certainly just a slip of articulation not any systematic variation. Moved up end point to remove coarticulation of next sentence,right now only,ahora mismo casi puro,,unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'y'
529.914,532.658,yutǔ ná'nu kúu-ñà nána-tí,jut̪ǔ náʔnũ wã́ã nána t̪í,yut̪ǔ náʔnu kúu ñà nána t̪í,,they go to the big trees,van a los árboles grandes,,"t->t̪ (tentative, verify); unmapped char: 'y'"
533.764,534.584,ñàà,ɲààà,ñàà,,,,,
534.616,538.24,tsà'ǎ ñà-ka ñùñǔ luu-ka ra kuě kúu kantú'ú yachi-tí tsà'ǎ ñàà,tsàʔǎ ɲà ka ɲũ̀ɲũ̌ lu k̬a ra kwɛ̌ kúu kandú jatʃi t̪í tsàʔǎ ɲàà,tsàʔǎ ñà ka ñùñǔ luu ka ra kwɛ̌ kúu kant̪úʔú yatʃi t̪í tsàʔǎ ñàà,Note: Interesting he pronounces the /k/ in “kue” [kwe],because bees cannot be close to,porque las abejitas no pueden estar cerca de,kántú'ú yachi - estar cerca,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'r'; unmapped char: 'w'; unmapped char: 'y'"
538.244,539.856,tsà'ǎ kue kitǐ luu,tsàǎ wɛ kit̪ǐ lu,tsàʔǎ kwɛ kit̪ǐ luu,"Note: V isn’t actually long, i just kept the second so as not to change tones..",the animals,por los animales,,"t->t̪ (tentative, verify); unmapped char: 'l'; unmapped char: 'w'"
539.864,541.204,tsà'ǎ kue nivǐ,tsàǎ wɛ nivǐ,tsàʔǎ kwɛ nivǐ,,the people,por la gente,,unmapped char: 'w'
543.211,543.288,tsà'ǎ ñà-ka kúu-ñà,tsàǎ ɲà wã́ã,tsàʔǎ ñà ka kúu ñà,moved back start time to remove transitional articulation. Note: wã́ã. moved up end time to remove coarticulation w/ next sentence,that's why,por eso es que,,
543.292,545.94,kuě kúu kantú'ú yachi-tí tsíní ñú'u soo ñàà,kwɛ̌ kúu kandú jatʃi t̪í tsí ɲṹʔũ zo ɲàà,kwɛ̌ kúu kant̪úʔú yatʃi t̪í tsíní ñúʔu soo ñàà,Note: again no “tsini” but did get the full “ñu’u”,they can't be close they only have to,no pueden estar cerca solo tienen que,,"t->t̪ (tentative, verify); unmapped char: 'w'; unmapped char: 'y'"
545.94,547.16,kantú'ú tsíka-tí,kandú tsíka dí,kant̪úʔú tsíka t̪í,,be far,estar lejos,,"t->t̪ (tentative, verify)"
547.212,549.988,cha iinkàâ tuku kuàâ kúu-ñà tsíní ñú'u soo koo chìkuiî-tǐ,tʃa ĩ́ŋk̬àâ duk̬u kuàâ wã́ã tsí ɲṹʔũ so koo tʃìkwiî dǐ,tʃa iinkàâ t̪uku kuàâ kúu ñà tsíní ñúʔu soo koo tʃìkwiî t̪ǐ,"Note: the “iin” in “inkaa” is for sure a H tone, I changed this. Again replace “kuu ña” with [wã́ã]",and another thing is that they need that there is water,y otra cosa es que necesitan que haya agua,,"t->t̪ (tentative, verify); unmapped char: 'w'"
550.004,552.788,tsíní ñú'u soo koo-tí iin nùǔ yéè chìkuiî,tsí ɲṹʔũ soo koo t̪í ḭ̃́ḭ̃́ nũ̀ũ̌ jɛ́ɛ̀ tʃìkwiî,tsíní ñúʔu soo koo t̪í iĩ nùǔ yɛ́ɛ̀ tʃìkwiî,,it is very important that they live in a place with water,es muy importante que vivan donde hay agua,,"t->t̪ (tentative, verify); unmapped char: 'w'; unmapped char: 'y'"
553.092,554.884,tsí- ñàà,tsí ɲààà,tsí ñàà,,,,,
555.648,556.972,tsíní ñú'u soo,tsíɲṹ ɲṹʔũ soo,tsíní ñúʔu soo,Note: definitely say “tsiñu ñu’un” ,it is important,es importante,,
556.984,557.664,ñàà,ɲàà,ñàà,,,,,
557.67,559.822,koo koo iin nùǔ súkù,kooo koo ĩ́ĩ́ nũ̀ũ̌ súkù,koo koo iĩ nùǔ súkù,,to have a high place,tener un sitio alto,,
559.956,561.136,koo iin nùǔ súkù luu,koo ĩ́ĩ́ nũ̀ũ̌ súkù luu,koo iĩ nùǔ súkù luu,,to have a little high place,tener un sitio altito,,unmapped char: 'l'
561.14,561.78,kúu ntoyo-tí,kúu nt̪ojo dí,kúu nt̪oyo t̪í,,for them to be at,para que estén,,"t->t̪ (tentative, verify); unmapped char: 'y'"
561.792,563.088,cha tsíní ñú'u soo kani và'a,tʃa tsíɲṹ ɲṹʔũ soo kani βàʔa,tʃa tsíní ñúʔu soo kani vàʔa,Note: definitely say “tsiñu ñu’un” ,and it is important that it hits well,y es importante que pegue bien,hit = the sun,
563.092,565.972,nìkànchiǐ nùǔ ntóyo-tí tavà kuà'a-tí ntǔxì tatù,nìkàndʒiǐ nũ̀ ndójo t̪í t̪awà kuà t̪í ndǔʃì at̪ù,nìkàntʃiǐ nùǔ nt̪óyo t̪í t̪avà kuàʔa t̪í nt̪ǔʃì t̪at̪ù,,the sun where they are so that they give honey if,el sol en donde están para que den miel si,,"t->t̪ (tentative, verify); unmapped char: 'y'"
566.14,567.752,ná kúu ntoyo-tí katǐ ra,ná kúu nt̪ojo t̪í kat̪ǐ raaa,ná kúu nt̪oyo t̪í kat̪ǐ ra,,if they are in the shade,si están en la sombra,,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
567.764,568.656,ñàà,ɲààà,ñàà,,,,,
569.764,572.136,kúu kú'ntú-tí ra tsàà yachi vǎsa tsá'a-tí ntǔxì,kúu kúndú t̪í ra tsà jatʃi βǎsa tsáa t̪í ndǔʃì,kúu kúʔnt̪ú t̪í ra tsàà yatʃi vǎsa tsáʔa t̪í nt̪ǔʃì,Note: can’t pin down second V in “vǎsa”,they become lazy and they don't give honey,se hacen flojas y ya no dan miel,,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
577.912,578.784,ñàà,ɲààà,ñàà,,,,,
583.808,585.02,ñàà kúu,ɲàà kúuu,ñàà kúu,,what is,lo que es,,
585.824,587.364,ñà kúkúu ñàà,ɲà kúkúu ɲààà,ñà kúkúu ñàà,,,,,
587.576,591.452,yéè kúu-ñà tsíní ñú'u kúntoyo tsíka-tí rì ñàà,jɛ́ɛ̀ wã́ã tsíɲṹ ɲṹʔũ kṹnt̪ojo tsíka t̪í rì ɲàà,yɛ́ɛ̀ kúu ñà tsíní ñúʔu kúnt̪oyo tsíka t̪í rì ñàà,Note: again “kuu ña” -> [wã́ã],what it is is that it has to be far because,lo que hay es que tiene que estar lejos porque,,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'y'"
592.1,593.54,tsà'ǎ ñà-ka túu-ñá-tí,tsǎ ɲà t̪úu ɲá t̪í,tsàʔǎ ñà ka t̪úu ñá t̪í,"Note: “tsà’ǎ"" -> [tsǎ]  ; no “ka” spoken",because they sting us,porque nos pican,ñá?,"t->t̪ (tentative, verify)"
593.57,594.966,cha tsà'ǎ ñà-ka kúu-ñà,tʃə tsǎ ɲà wã́ã,tʃa tsàʔǎ ñà ka kúu ñà,Note: again “kuu ña ka” -> [wã́ã],and that is why,y por eso es que,,
595.22,597.868,nkǔu kuntoyo yachi-tí ra tatù nchíì-kue-ní,kǔu kunt̪ojo jatʃi t̪í ra t̪at̪ù ndʒíì wɛ ní,nkǔu kunt̪oyo yatʃi t̪í ra t̪at̪ù ntʃíì kwɛ ní,Note: no prenasal spoken on “nkǔu”,they can't be near but if some of you,no pueden estar cerca si alguno de ustedes,,"t->t̪ (tentative, verify); unmapped char: 'r'; unmapped char: 'w'; unmapped char: 'y'"
597.868,600.3,kúnì kúu ku'mí-tí ra tsíní ñú'u soo,kúnì kúu kumí t̪í ra tsíɲṹ ɲṹʔũ so,kúnì kúu kuʔmí t̪í ra tsíní ñúʔu soo,"Note: again ""tsíɲṹ ɲṹʔũ”",wants to have them only has to,quiere tenerlos solo tiene que,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'r'"
600.404,602.248,koo iin ñà kúu ntasì nùǔ-kue-ní,koo ĩ́ĩ́ ɲà kúu nt̪asì nũ̀ũ̌ wɛ ní,koo iĩ ñà kúu nt̪asì nùǔ kwɛ ní,,have something to cover your face,tener algo para taparse la cara,,"t->t̪ (tentative, verify); unmapped char: 'w'"
602.248,605.324,koo iin ñà kúu ntasì nta'á-kue-ní tavà mà kǔu tuu-tí rì,koo ĩ́ĩ́ ɲà kúu ndasì ndaʔá wɛ ní t̪aβà mà t̪uu t̪í rì,koo iĩ ñà kúu nt̪asì nt̪aʔá kwɛ ní t̪avà mà kǔu t̪uu t̪í rì,Note: the “kúu” in “mà kǔu tuu-tí rì” is not spoken,have something to cover your arms so they cannot sting you,algo para taparse los brazos para que no les puedan picar,,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'w'"
606.364,608.801,yée-nùǔ ra ntúnche'e-tí tatù ná mà kǔtù'va-kó,jɛ́ɛ nũ̀ũ̌ ra ndúntʃɛʔɛ t̪í t̪at̪ù ná mà kǔt̪ùβa ɣó,yɛ́ɛ nùǔ ra nt̪úntʃɛʔɛ t̪í t̪at̪ù ná mà kǔt̪ùʔva kó,,sometimes they get angry if you don't know,hay veces que se enojan si no sabes,it would be possible to say ná mà kǔtù'vǎ instead  // tú impersonal en mixteco es con =kó,"t->t̪ (tentative, verify); unmapped char: 'm'; unmapped char: 'r'; unmapped char: 'y'"
608.817,610.562,ke'e-kó-tí ra ntúnche'e-tí ra kúu,kɛ ɣó t̪í ra núntʃɛʔɛ dí ra kúu,kɛʔɛ kó t̪í ra nt̪úntʃɛʔɛ t̪í ra kúu,moved end time back to finish last word,how to handle them (=bees) they get angry and they can,como tocarlas (=abejas) se enojan y pueden,,"t->t̪ (tentative, verify); unmapped char: 'r'"
610.641,612.089,kúu tuu... tuu-tí ra,t̪uui t̪uu t̪í ra,kúu t̪uu... t̪uu t̪í ra,Note: “kúu” removed as it was part of last segment. Moved start time back to reflect this,they can sting,pueden picar,,"t->t̪ (tentative, verify); unmapped char: 'r'"
612.357,613.366,ka'ní-tí yóó,kaní t̪í jó,kaʔní t̪í yóó,,kill us,matarnos,yóó - independent first person plural inclusive pronoun,"t->t̪ (tentative, verify); unmapped char: 'y'"
